UniqID,Island,Country.Territory,Region,Subregion,Lon,Lat,SiteName,Material,Type,Provenience,LabNo,Age,Error,d13C,Reference,calCurves,MapNo,CalibLon,CalibLat,DeltaR,DeltaErr,CalibReference,CalibLocality
727,Grenada,Grenada,Lesser Antilles,southern Lesser Antilles,-61.67903899,12.11772663,St. John's River (GREN-G-8),cf. Anadara sp.,marine shell,G8-P3-Final STP(2)-Unit 3-64�82 cmbs,UCIAMS-179806,1380,20,�,Hanna 2019,marine20,2118,-61.6765,12.1262,282,24,DiNapoli et al 2020,-
733,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,Baie du Nord Ouest,�,marine shell,�,Erl-8228,2606,58,�,Paulet-Locard and Stouvenot 2005,marine20,2119,-61.5589,16.2618,145,35,DiNapoli et al 2020,-
734,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,Baie du Nord Ouest,�,marine shell,�,Erl-8229,3258,59,�,Paulet-Locard and Stouvenot 2005,marine20,2119,-61.5589,16.2618,145,35,DiNapoli et al 2020,-
747,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,Couronne,Strombus sp.,marine shell,�,RL-155,780,100,�,Bullen and Bullen 1972:153,marine20,2119,-61.5589,16.2618,145,35,DiNapoli et al 2020,-
749,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,Grand Anse,shell,marine shell,�,GrN-20874,1210,30,�,Hofman 1995:35,marine20,2119,-61.5589,16.2618,145,35,DiNapoli et al 2020,-
762,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,Morel Z�ro,�,marine shell,�,Erl-9069,3481,47,�,Paulet-Locard and Stouvenot 2005,marine20,2119,-61.5589,16.2618,145,35,DiNapoli et al 2020,-
763,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,Morel Z�ro,�,marine shell,�,Erl-9070,3493,48,�,Paulet-Locard and Stouvenot 2005,marine20,2119,-61.5589,16.2618,145,35,DiNapoli et al 2020,-
764,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,Pointe Canot,shell,marine shell,�,GrN-20876,2050,30,�,Hofman and Hoogland 2003:21,marine20,2119,-61.5589,16.2618,145,35,DiNapoli et al 2020,-
786,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,Pointe Helleux,shell,marine shell,�,GrN-20880,1125,35,�,Hoogland 1995:33,marine20,2119,-61.5589,16.2618,145,35,DiNapoli et al 2020,-
787,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,Pointe Helleux,shell,marine shell,�,GrN-20881,925,35,�,Hoogland 1995:33,marine20,2119,-61.5589,16.2618,145,35,DiNapoli et al 2020,-
788,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,Pointes des Mangles,shell,marine shell,�,Beta-239750,2620,20,�,Richard 1994,marine20,2119,-61.5589,16.2618,145,35,DiNapoli et al 2020,-
801,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,El Cabo,Cittarium pica,marine shell,75-26-62/layer 12,GrN-31413,1705,20,�,Samson 2010,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
802,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,El Cabo,Cittarium pica,marine shell,75-26-62/layer 9,GrN-31414,1435,20,�,Samson 2010,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
803,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,El Cabo,Cittarium pica,marine shell,84-34-06/layer 3,GrN-30531,1170,25,�,Samson 2010,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
804,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,El Cabo,Cittarium pica,marine shell,84-34-16/layer 1,GrN-30533,1040,25,�,Samson 2010,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
805,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,El Cabo,Cittarium pica,marine shell,84-39-29/1,GrN-29932,1495,30,�,Samson 2010,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
806,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,El Cabo,Cittarium pica,marine shell,85-31-01/layer 4,GrN-30532,1525,25,�,Samson 2010,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
807,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,El Cabo,Cittarium pica,marine shell,85-34-81/layer 10,GrN-31416,1745,20,�,Samson 2010,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
808,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,El Cabo,Cittarium pica,marine shell,85-34-90/layer 4,GrN-31415,1520,20,�,Samson 2010,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
809,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,El Cabo,Cittarium pica,marine shell,85-44-00/layer 10b,GrN-29933,1750,30,�,Samson 2010,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
826,Hispaniola,Haiti,Greater Antilles,,-72.67736297,18.93507437,Couri II,�,marine shell,�,Beta-41783,1710,70,�,Moore and Tremmel 1997,marine20,2117,-72.2285,19.7609,-145,23,DiNapoli et al 2020,Haiti (Cap- Haitien)
827,Hispaniola,Haiti,Greater Antilles,,-72.67736297,18.93507437,Couri II,�,marine shell,�,Beta-71640,3430,70,�,Moore and Tremmel 1997,marine20,2117,-72.2285,19.7609,-145,23,DiNapoli et al 2020,Haiti (Cap- Haitien)
831,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Cueva de Berna,conch shell,marine shell,Corte 5-nivel 2.50�2.75,I-9541,3575,90,�,Veloz Maggiolo et al. 1977,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
836,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Don Julio,conch,marine shell,�,GrN-32761,763,15,�,University of Leiden,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
839,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Edilio Cruz,Lobatus gigas,marine shell,Trench 5-Unit 1 N1992.65�E1955.54-Stratum 2,Beta-293244,1340,40,-0.6,Oliver personal communication 2018,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
840,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Edilio Cruz,Lobatus gigas,marine shell,Unit 1: N1990�E1995-base Stratum 1,Beta-293242,1120,40,1.3,Oliver personal communication 2018,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
841,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Edilio Cruz,Cittarium pica,marine shell,Unit 1: N1990�E1995-base Stratum 2 (top of ash lens),Beta-293243,1030,40,2.9,Oliver personal communication 2018,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
853,Hispaniola,Haiti,Greater Antilles,,-72.67736297,18.93507437,Gillote,�,marine shell,�,Beta-52888,3260,60,�,Moore and Tremmel 1997,marine20,2117,-72.2285,19.7609,-145,23,DiNapoli et al 2020,Haiti (Cap- Haitien)
854,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Guzmancito,conch,marine shell,�,GrN-31419,1170,20,�,University of Leiden,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
855,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Guzmancito,conch,marine shell,�,GrN-31420,1195,20,�,University of Leiden,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
856,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Guzmancito,conch,marine shell,�,GrN-31421,1190,20,�,University of Leiden,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
901,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Musiepedro,bulk shell (Cittarium pica-Tectarius muricatus-Strombus gigas) ,marine shell,Unit 1-level 4 (02�2-1A-4),I-8646,2255,80,�,Veloz Maggiolo et al. 1976,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
904,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Los Patos,conch,marine shell,�,GrN-32764,1480,20,�,University of Leiden,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
908,Hispaniola,Haiti,Greater Antilles,,-72.67736297,18.93507437,Savane Caree II,shell,marine shell,�,Beta-42232,4160,90,� ,Moore and Tremmel 1997 ,marine20,2117,-72.2285,19.7609,-145,23,DiNapoli et al 2020,Haiti (Cap- Haitien)
923,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Los P�rez,conch,marine shell,�,GrN-32769,1041,15,� ,University of Leiden,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
925,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,La Piedra,bulk shell (Crassostrea rhizophorae),marine shell,"Unit 4, level 2",I-8740,3585,85,� ,R�moli and Nadal 1983,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
926,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,La Piedra,bulk shell (Crassostrea rhizophorae),marine shell,"Unit 6, level 3",I-8741,3625,85,� ,R�moli and Nadal 1983,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
935,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Puerto Juanita,conch,marine shell,�,GrN-31913,1075,15,� ,University of Leiden,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
936,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Puerto Juanita,conch,marine shell,�,GrN-31912,1010,15,� ,University of Leiden,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
937,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Puerto Juanita,conch,marine shell,�,GrN-31911,1025,15,� ,University of Leiden,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
938,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,La Punta De Bayahibe,shell,marine shell,level 0.60/0.40,Beta-199781,3380,60,� ,Atiles and Lpez Belando 2006:543,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
939,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,La Punta De Bayahibe,shell,marine shell,level 0.80/0.60,Beta-199782,3530,70,� ,Atiles and Lpez Belando 2006:543,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
940,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Punta Bayahibe,�,marine shell,�,Beta-222903,3550,50,� ,Atiles and Lpez Belando 2006:543,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
941,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Punta Bayahibe,�,marine shell,�,Beta-222904,3600,80,� ,Atiles and Lpez Belando 2006:543,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
942,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Punta Bayahibe,�,marine shell,�,Beta-222905,3460,50,� ,Atiles and Lpez Belando 2006:543,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
943,Hispaniola ,Dominican Republic ,Greater Antilles,,-70.50034293,18.89923286,Punta Bayahibe  ,� ,marine shell ,� ,Beta-222906 ,3150,50,� ,Atiles and Lpez Belando 2006:543 ,marine20,2115+2116,-69.441,19.1688,-321,29.5,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
947,Hispaniola ,Haiti ,Greater Antilles,,-72.67736297,18.93507437,Riviere Maurice  ,shell ,marine shell ,� ,Beta-52434 ,4170,60,� ,Moore and Tremmel 1997 ,marine20,2117,-72.2285,19.7609,-145,23,DiNapoli et al 2020,Haiti (Cap- Haitien)
993,Hispaniola ,Haiti,Greater Antilles,,-72.67736297,18.93507437,Bois Charrite,Bulk shell,"(Cittarium pica Bois Charrite marine shell Level 3, .2-.3 m and Stombus gigas)",marine shell,Instituto de Ciencias Weizman de Israel 560A,730,190,�,Ortega and Guerrero 1981 ,marine20,2117,-72.2285,19.7609,-145,23,DiNapoli et al 2020,Haiti (Cap- Haitien)
994,Hispaniola ,Haiti,Greater Antilles,,-72.67736297,18.93507437,Bois Charrite,Bulk shell,"(Cittarium pica and marine shell Level 3, .6-.7 m Stombus gigas)",marine shell,Instituto de Ciencias Weizman de Israel 560B,630,170,�,Ortega and Guerrero 1981 ,marine20,2117,-72.2285,19.7609,-145,23,DiNapoli et al 2020,Haiti (Cap- Haitien)
995,Hispaniola ,Haiti,Greater Antilles,,-72.67736297,18.93507437,Le Boucanier,shell,marine shell,�,Beta-42231,1090,80,�,Moore and Tremmel 1997 ,marine20,2117,-72.2285,19.7609,-145,23,DiNapoli et al 2020,Haiti (Cap- Haitien)
996,Inagua,Bahamas,Bahamian Archipelago,,-73.34849386,21.0779907,GI-12,Strombus gigas,marine shell,�,Beta-61910,800,50,�,Keegan 1993,marine20,2103,-73.415,21.1292,-232,33,DiNapoli et al 2020,"Great Inagua, shore 2 1/2 mi. S. E. of M"
997,Inagua,Bahamas,Bahamian Archipelago,,-73.34849386,21.0779907,GI-3,Strombus gigas,marine shell,�,Beta-61909,480,60,�,Keegan 1993,marine20,2103,-73.415,21.1292,-232,33,DiNapoli et al 2020,"Great Inagua, shore 2 1/2 mi. S. E. of M"
1001,Jamaica,Jamaica,Greater Antilles,,-77.31881047,18.15522639,Aboukir,Swietenia sp.,marine shell,Museum collections,Beta-153380,690,40,-23.8,Ostapkowicz et al. 2012:4,marine20,299+300,-78,18,-192.5,41.5,"Broecker, W :1961","Jamaica, B.W.I."
1038,Jamaica,Jamaica,Greater Antilles,,-77.31881047,18.15522639,Paradise Park (Wes-15a),conch shell,marine shell,�,Beta-125832,1180,60,�,Keegan et al. 2003: 1609; Allsworth-Jones 2008: 101,marine20,299+300,-78,18,-192.5,41.5,"Broecker, W :1961","Jamaica, B.W.I."
1085,Martinique ,Martinique ,Lesser Antilles,southern Lesser Antilles ,-61.017618,14.65641731,Diamant ,Strombus sp. ,marine shell ,level 1 ,ARC-999 ,1815,50,� ,Vidal 1999:11 ,marine20,1919-1929,-60.8887,14.698,-158.1818182,40.72727273,"Paterne, et al, 2017",MARTINIQUE ISLAND
1086,Martinique ,Martinique ,Lesser Antilles,southern Lesser Antilles ,-61.017618,14.65641731,Diamant ,Strombus sp. ,marine shell ,level 13 ,ARC-1017 ,1780,50,� ,Vidal 1999:11 ,marine20,1919-1929,-60.8887,14.698,-158.1818182,40.72727273,"Paterne, et al, 2017",MARTINIQUE ISLAND
1087,Martinique ,Martinique ,Lesser Antilles,southern Lesser Antilles ,-61.017618,14.65641731,Diamant ,Strombus sp. ,marine shell ,level 18 ,ARC-1018 ,1880,50,� ,Vidal 1999:11 ,marine20,1919-1929,-60.8887,14.698,-158.1818182,40.72727273,"Paterne, et al, 2017",MARTINIQUE ISLAND
1088,Martinique ,Martinique ,Lesser Antilles,southern Lesser Antilles ,-61.017618,14.65641731,Diamant ,Strombus sp. ,marine shell ,level 2 ,ARC-1000 ,1260,50,� ,Vidal 1999:11 ,marine20,1919-1929,-60.8887,14.698,-158.1818182,40.72727273,"Paterne, et al, 2017",MARTINIQUE ISLAND
1089,Martinique ,Martinique ,Lesser Antilles,southern Lesser Antilles ,-61.017618,14.65641731,Diamant ,Strombus sp. ,marine shell ,level 7 ,ARC-1016 ,1845,50,� ,Vidal 1999:11 ,marine20,1919-1929,-60.8887,14.698,-158.1818182,40.72727273,"Paterne, et al, 2017",MARTINIQUE ISLAND
1117,Mona Island ,Puerto Rico ,Greater Antilles,,-67.88985216,18.08945284,Cueva de los Caracoles ,Strombus gigas ,marine shell ,10-20 cmbs ,I-13674 ,4330,100,� ,Davila Davila 2003 ,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1131,Montserrat,Montserrat,Lesser Antilles,northern Lesser Antilles,-62.18739878,16.73752357,Trants Site,shell,marine shell,Trench 1 ,Beta-83052,1180,60,�,"Petersen, Bartone, and Watters 1999:50-51 ",marine20,2120,-62.5815,17.1573,-310,27,DiNapoli et al 2020,-
1132,Montserrat,Montserrat,Lesser Antilles,northern Lesser Antilles,-62.18739878,16.73752357,Trants Site,shell,marine shell,Trench 1,Beta-83053,1280,80,�,"Petersen, Bartone, and Watters 1999:50-51 ",marine20,2120,-62.5815,17.1573,-310,27,DiNapoli et al 2020,-
1157,Mustique,St. Vincent and the Grenadines,Lesser Antilles,southern Lesser Antilles,-61.18460688,12.87062822,Lagoon Bay,Cittarium pica,marine shell,Unit: 3-Layer: 4-cmbs: 90,Beta-302725,1540,50,1.7,this publication,marine20,2124,-61.1911,13.2502,34,29,DiNapoli et al 2020,-
1158,Mustique,St. Vincent and the Grenadines,Lesser Antilles,southern Lesser Antilles,-61.18460688,12.87062822,Lagoon Bay,Cittarium pica,marine shell,Unit: 6-Layer: Pl. 8-cmbs: 80,D-AMS 009264,2186,33,-9.6,this publication,marine20,2124,-61.1911,13.2502,34,29,DiNapoli et al 2020,-
1159,Mustique,St. Vincent and the Grenadines,Lesser Antilles,southern Lesser Antilles,-61.18460688,12.87062822,Lagoon Bay,Eustrombus gigas (juvenile),marine shell,Unit 2-Layer 3-70�80 cmbs,Beta-286849,1370,50,0.5,Fitzpatrick and Giovas 2011,marine20,2124,-61.1911,13.2502,34,29,DiNapoli et al 2020,-
1160,Nevis,Federation of St. Kitts and Nevis,Lesser Antilles,northern Lesser Antilles,-62.58068057,17.14964477,Coconut Walk (JA�1),Donax denticulatus,marine shell,Nev-11,D-AMS 007668,1541,33,-1.1,Jew et al. 2016,marine20,2120,-62.5815,17.1573,-310,27,DiNapoli et al 2020,-
1161,Nevis,Federation of St. Kitts and Nevis,Lesser Antilles,northern Lesser Antilles,-62.58068057,17.14964477,Coconut Walk (JA�1),Donax denticulatus,marine shell,Nev-11,D-AMS 07667,1464,24,5.7,Jew et al. 2016,marine20,2120,-62.5815,17.1573,-310,27,DiNapoli et al 2020,-
1162,Nevis,Federation of St. Kitts and Nevis,Lesser Antilles,northern Lesser Antilles,-62.58068057,17.14964477,Coconut Walk (JA�1),Cittarium pica,marine shell,Unit: 2273-Square: 25-Planum: 3-Feature: L001-20�30 cmbs,Beta-324951,570,30,0.3,Giovas et al. 2013,marine20,2120,-62.5815,17.1573,-310,27,DiNapoli et al 2020,-
1163,Nevis,Federation of St. Kitts and Nevis,Lesser Antilles,northern Lesser Antilles,-62.58068057,17.14964477,Coconut Walk (JA-1),Eustrombus gigas,marine shell,Unit: 2273-Square: 6-Planum: 1-Feature: Top-0-10cmbs,Beta-290340,1350,40,1.8,Giovas et al. 2013,marine20,2120,-62.5815,17.1573,-310,27,DiNapoli et al 2020,-
1164,Nevis,Federation of St. Kitts and Nevis,Lesser Antilles,northern Lesser Antilles,-62.58068057,17.14964477,Coconut Walk (JA�1),Cittarium pica,marine shell,Unit: 2273-Square: 8-Planum: 4-Feature: L003-30�40 cmbs,Beta-290341,1420,40,2.6,Giovas et al. 2013,marine20,2120,-62.5815,17.1573,-310,27,DiNapoli et al 2020,-
1165,Nevis,Federation of St. Kitts and Nevis,Lesser Antilles,northern Lesser Antilles,-62.58068057,17.14964477,Coconut Walk (JA-1),Cassis tuberosa,marine shell,Unit: 2273-Square: 9-Planum: 4-Feature: L003-30�40 cmbs,Beta-324952,720,30,2.7,Giovas et al. 2013,marine20,2120,-62.5815,17.1573,-310,27,DiNapoli et al 2020,-
1173,Nevis,Federation of St. Kitts and Nevis,Lesser Antilles,northern Lesser Antilles,-62.58068057,17.14964477,Hichmans (GE-5),shell,marine shell,,Beta-19328,2490,60,� ,Wilson 1989:435 ,marine20,2120,-62.5815,17.1573,-310,27,DiNapoli et al 2020,-
1174,Nevis,Federation of St. Kitts and Nevis,Lesser Antilles,northern Lesser Antilles,-62.58068057,17.14964477,Hichmans Shell Heap (GE-6),shell,marine shell,,Beta-63256,3110,60,� ,Wilson 2006:196�197 ,marine20,2120,-62.5815,17.1573,-310,27,DiNapoli et al 2020,-
1180,Nevis,Federation of St. Kitts and Nevis,Lesser Antilles,northern Lesser Antilles,-62.58068057,17.14964477,Sulphur Ghaut (JO�2),shell,marine shell,"Unit 10N, 20 cmbs ",Beta-46941,920,60,� ,"Wilson 2006: 56, 196-197 ",marine20,2120,-62.5815,17.1573,-310,27,DiNapoli et al 2020,-
1183,Providenciales,Turks and Caicos,Bahamian Archipelago,,-72.25441026,21.79909694,P-4,shell,marine shell,�,Beta-70797,960,50,�,Carlson 1999,marine20,2103,-73.415,21.1292,-232,33,DiNapoli et al 2020,"Great Inagua, shore 2 1/2 mi. S. E. of M"
1184,Providenciales,Turks and Caicos,Bahamian Archipelago,,-72.25441026,21.79909694,P-5,shell,marine shell,�,Beta-70798,1250,50,�,Carlson 1999,marine20,2103,-73.415,21.1292,-232,33,DiNapoli et al 2020,"Great Inagua, shore 2 1/2 mi. S. E. of M"
1205,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Angostura,shell,marine shell,Mound B -forest soil/first habitation surface (>99 cmbs),GX-28812,4120,80,�,Rivera-Collazo et al. 2015,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1206,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Angostura,shell,marine shell,Mound B -shell layer (63-99 cmbs),GX-28810,3980,80,�,Rivera-Collazo et al. 2015 al. 2015,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1207,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Angostura,shell,marine shell,Mound B -shell layer (63-99 cmbs),GX-28813,4010,70,�,Rivera-Collazo et al. 2015 al. 2015,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1209,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Angostura,shell,marine shell,Mound B -shell layer-ca. 63-99cmbs,GX-28811,3830,90,�,Rivera-Collazo et al. 2015 al. 2015,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1241,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Cueva del Abono,marine shell,marine shell,CA-1,UGM-30015,4780,30,0,Rodr�guez-Ramos 2017 unidentified marine shell,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1259,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Cueva Matos,marine shell,marine shell,CM-1,UGM-30016,3200,30,-7.1,Rodr�guez-Ramos 2017 unidentified marine shell ,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1268,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Cueva Tembladera,marine shell,marine shell,CT-1,UGM-30017,4160,30,-4.8,Rodr�guez-Ramos 2017 unidentified marine shell,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1273,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Cueva Ventana,Nerita sp.,marine shell,Unit A-Stratum B�2,UGM-5105,3170,30,-8.1,Rodr�guez-Ramos 2014,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1274,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Cueva Ventana,Nerita sp.,marine shell,Unit A-Stratum B�3,UGM-17561,3640,25,-8.5,Rodr�guez-Ramos 2014,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1275,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Cueva Ventana,Nerita sp.,marine shell,Unit A-Stratum C�1,UGM-17562,3630,25,-7,Rodr�guez-Ramos 2014,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1276,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Cueva Ventana,Nerita sp.,marine shell,Unit B-Stratum C�1,UGM-5108,3740,30,-8.3,Rodr�guez-Ramos 2014,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1277,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Cueva Ventana,Nerita sp.,marine shell,Unit B-Stratum C�3,UGM-5107,3520,30,-7.3,Rodr�guez-Ramos 2014,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1278,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Cueva Ventana,Nerita sp.,marine shell,Unit C-Stratum C�1,UGM-17564,3120,20,-7.1,Rodr�guez-Ramos 2014,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
1279,Puerto Rico,Puerto Rico,Greater Antilles,,-66.48107199,18.22589574,Cueva Ventana,Phaecoides sp.,marine shell,Unit C-Stratum D�2,UGM-17566,4250,25,-4.1,Rodr�guez-Ramos 2014,marine20,1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico"
